SN,Commodity,Date,Unit,Minimum,Maximum,Average
1042,Sugarbeet,7/4/13,Kg,50,60,55
1043,Red Cabbbage,7/4/13,Kg,60,70,65
1044,Lettuce,7/4/13,Kg,35,40,37.5
1045,Celery,7/4/13,Kg,120,130,125
1046,Parseley,7/4/13,Kg,170,180,175
1047,Fennel Leaf,7/4/13,Kg,35,40,37.5
1048,Mint,7/4/13,Kg,120,130,125
1049,Turnip A,7/4/13,Kg,45,50,47.5
1050,Tamarind,7/4/13,Kg,70,80,75
1051,Bamboo Shoot,7/4/13,Kg,60,70,65
1052,Tofu,7/4/13,Kg,55,60,57.5
1053,Gundruk,7/4/13,Kg,180,190,185
1054,Apple(Jholey),7/4/13,Kg,100,110,105
1055,Banana,7/4/13,Doz,40,50,45
1056,Lime,7/4/13,Kg,200,400,300
1057,Pomegranate,7/4/13,Kg,190,200,195
1058,Mango(Maldah),7/4/13,Kg,50,60,55
1059,Grapes(Green),7/4/13,Kg,250,260,255
1060,Water Melon(Green),7/4/13,Kg,20,25,22.5
1061,Sweet Orange,7/4/13,Kg,90,100,95
1062,Pineapple,7/4/13,1 Pc,60,70,65
1063,Cucumber(Local),7/4/13,Kg,30,35,32.5
1064,Jack Fruit,7/4/13,Kg,15,20,17.5
1065,Papaya(Nepali),7/4/13,Kg,50,60,55
1066,Sugarcane,7/4/13,1 Pc,50,60,55
1067,Ginger,7/4/13,Kg,150,160,155
1068,Chilli Dry,7/4/13,Kg,170,180,175
1069,Chilli Green,7/4/13,Kg,30,35,32.5
1070,Capsicum,7/4/13,Kg,90,100,95
1071,Garlic Green,7/4/13,Kg,35,40,37.5
1072,Coriander Green,7/4/13,Kg,50,60,55
1073,Garlic Dry Chinese,7/4/13,Kg,90,100,95
1074,Garlic Dry Nepali,7/4/13,Kg,50,60,55
1075,Clive Dry,7/4/13,Kg,70,80,75
1076,Clive Green,7/4/13,Kg,50,60,55
1077,Fish Fresh,7/4/13,Kg,210,220,215
1078,Tomato Big(Nepali),7/5/13,Kg,30,35,32.5
1079,Tomato Small(Local),7/5/13,Kg,18,24,21
1080,Potato Red,7/5/13,Kg,22,24,23
1081,Potato White,7/5/13,Kg,18,19,18.5
1082,Onion Dry (Indian),7/5/13,Kg,40,42,41
1083,Carrot(Local),7/5/13,Kg,45,50,47.5
1084,Cabbage(Local),7/5/13,Kg,12,16,14
1085,Cauli Local,7/5/13,Kg,40,45,42.5
1086,Raddish White(Local),7/5/13,Kg,30,35,32.5
1087,Brinjal Long,7/5/13,Kg,35,40,37.5
1088,Brinjal Round,7/5/13,Kg,45,50,47.5
1089,Cow pea(Long),7/5/13,Kg,40,50,45
1090,French Bean(Local),7/5/13,Kg,35,40,37.5
1091,Soyabean Green,7/5/13,Kg,40,45,42.5
1092,Bitter Gourd,7/5/13,Kg,35,40,37.5
1093,Bottle Gourd,7/5/13,Kg,35,40,37.5
1094,Pointed Gourd(Local),7/5/13,Kg,40,45,42.5
1095,Snake Gourd,7/5/13,Kg,35,40,37.5
1096,Smooth Gourd,7/5/13,Kg,30,35,32.5
1097,Pumpkin,7/5/13,Kg,18,22,20
1098,Squash(Long),7/5/13,Kg,35,40,37.5
1099,Okara,7/5/13,Kg,40,45,42.5
1100,Arum,7/5/13,Kg,30,35,32.5
1101,Christophine,7/5/13,Kg,40,45,42.5
1102,Brd Leaf Mustard,7/5/13,Kg,35,40,37.5
1103,Spinach Leaf,7/5/13,Kg,35,40,37.5
1104,Cress Leaf,7/5/13,Kg,35,40,37.5
1105,Mustard Leaf,7/5/13,Kg,30,35,32.5
1106,Fenugreek Leaf,7/5/13,Kg,35,40,37.5
1107,Onion Green,7/5/13,Kg,35,40,37.5
1108,Mushroom(Kanya),7/5/13,Kg,170,180,175
1109,Asparagus,7/5/13,Kg,120,130,125
1110,Neuro,7/5/13,Kg,50,60,55
1111,Sugarbeet,7/5/13,Kg,55,60,57.5
1112,Red Cabbbage,7/5/13,Kg,60,70,65
1113,Lettuce,7/5/13,Kg,45,50,47.5
1114,Celery,7/5/13,Kg,120,130,125
1115,Parseley,7/5/13,Kg,170,180,175
1116,Fennel Leaf,7/5/13,Kg,45,50,47.5
1117,Mint,7/5/13,Kg,120,130,125
1118,Turnip A,7/5/13,Kg,45,50,47.5
1119,Tamarind,7/5/13,Kg,70,80,75
1120,Bamboo Shoot,7/5/13,Kg,60,70,65
1121,Tofu,7/5/13,Kg,55,60,57.5
1122,Gundruk,7/5/13,Kg,180,190,185
1123,Apple(Jholey),7/5/13,Kg,100,110,105
1124,Banana,7/5/13,Doz,40,50,45
1125,Lime,7/5/13,Kg,,400,300
1126,Pomegranate,7/5/13,Kg,200,210,205
1127,Mango(Maldah),7/5/13,Kg,50,60,55
1128,Grapes(Green),7/5/13,Kg,250,260,255
1129,Water Melon(Green),7/5/13,Kg,20,25,22.5
1130,Sweet Orange,7/5/13,Kg,90,100,95
1131,Pineapple,7/5/13,1 Pc,60,70,65
1132,Cucumber(Local),7/5/13,Kg,30,35,32.5
1133,Jack Fruit,7/5/13,Kg,15,20,17.5
1134,Papaya(Nepali),7/5/13,Kg,50,60,55
1135,Sugarcane,7/5/13,1 Pc,60,70,65
1136,Ginger,7/5/13,Kg,,160,155
1137,Chilli Dry,7/5/13,Kg,170,180,175
1138,Chilli Green,7/5/13,Kg,30,35,32.5
1139,Capsicum,7/5/13,Kg,90,100,95
1140,Garlic Green,7/5/13,Kg,35,40,37.5
1141,Coriander Green,7/5/13,Kg,50,60,55
1142,Garlic Dry Chinese,7/5/13,Kg,90,100,95
1143,Garlic Dry Nepali,7/5/13,Kg,50,60,55
1144,Clive Dry,7/5/13,Kg,70,,75
1145,Clive Green,7/5/13,Kg,50,60,55
1146,Fish Fresh,7/5/13,Kg,210,250,230
1147,Tomato Big(Nepali),7/9/13,Kg,55,60,57.5
1148,Tomato Small(Local),7/9/13,Kg,20,25,22.5
1149,Potato Red,7/9/13,Kg,23,24,23.5
1150,Potato White,7/9/13,Kg,18,20,19
1151,Onion Dry (Indian),7/9/13,Kg,44,46,45
1152,Carrot(Local),7/9/13,Kg,35,40,37.5
1153,Cabbage(Local),7/9/13,Kg,12,16,14
1154,Cauli Local,7/9/13,Kg,40,45,42.5
1155,Raddish White(Local),7/9/13,Kg,20,25,22.5
1156,Brinjal Long,7/9/13,Kg,38,40,39
1157,Brinjal Round,7/9/13,Kg,40,45,42.5
1158,Cow pea(Long),7/9/13,Kg,40,45,42.5
1159,French Bean(Local),7/9/13,Kg,35,40,37.5
1160,Bitter Gourd,7/9/13,Kg,40,45,42.5
1161,Bottle Gourd,7/9/13,Kg,35,42,38.5
1162,Pointed Gourd(Local),7/9/13,Kg,40,45,42.5
1163,Snake Gourd,7/9/13,Kg,30,35,32.5
1164,Smooth Gourd,7/9/13,Kg,40,45,42.5
1165,Sponge Gourd,7/9/13,Kg,40,45,42.5
1166,Pumpkin,7/9/13,Kg,18,20,19
1167,Squash(Long),7/9/13,Kg,30,35,32.5
1168,Okara,7/9/13,Kg,35,40,37.5
1169,Arum,7/9/13,Kg,30,35,32.5
1170,Christophine,7/9/13,Kg,35,40,37.5
1171,Brd Leaf Mustard,7/9/13,Kg,35,40,37.5
1172,Spinach Leaf,7/9/13,Kg,40,45,42.5
1173,Cress Leaf,7/9/13,Kg,40,45,42.5
1174,Mustard Leaf,7/9/13,Kg,35,40,37.5
1175,Fenugreek Leaf,7/9/13,Kg,35,40,37.5
1176,Onion Green,7/9/13,Kg,35,40,37.5
1177,Mushroom(Kanya),7/9/13,Kg,180,200,190
1178,Asparagus,7/9/13,Kg,120,130,125
1179,Neuro,7/9/13,Kg,50,60,55
1180,Sugarbeet,7/9/13,Kg,55,60,57.5
1181,Red Cabbbage,7/9/13,Kg,60,70,65
1182,Lettuce,7/9/13,Kg,35,40,37.5
1183,Celery,7/9/13,Kg,120,130,125
1184,Parseley,7/9/13,Kg,170,180,175
1185,Fennel Leaf,7/9/13,Kg,35,40,37.5
1186,Mint,7/9/13,Kg,120,130,125
1187,Turnip A,7/9/13,Kg,45,50,47.5
1188,Maize,7/9/13,1 Pc,6,7,6.5
1189,Tamarind,7/9/13,Kg,70,80,75
1190,Bamboo Shoot,7/9/13,Kg,60,70,65
1191,Tofu,7/9/13,Kg,55,60,57.5
1192,Gundruk,7/9/13,Kg,170,180,175
1193,Apple(Jholey),7/9/13,Kg,100,110,105
1194,Banana,7/9/13,Doz,40,50,45
1195,Lime,7/9/13,Kg,200,400,300
1196,Pomegranate,7/9/13,Kg,200,220,210
1197,Mango(Maldah),7/9/13,Kg,50,70,60
1198,Grapes(Green),7/9/13,Kg,250,260,255
1199,Water Melon(Green),7/9/13,Kg,40,45,42.5
1200,Sweet Orange,7/9/13,Kg,90,100,95
1201,Pineapple,7/9/13,1 Pc,70,80,75
1202,Cucumber(Local),7/9/13,Kg,30,35,32.5
1203,Jack Fruit,7/9/13,Kg,15,20,17.5
1204,Papaya(Nepali),7/9/13,Kg,50,60,55
1205,Sugarcane,7/9/13,1 Pc,60,70,65
1206,Ginger,7/9/13,Kg,150,160,155
1207,Chilli Dry,7/9/13,Kg,170,180,175
1208,Chilli Green,7/9/13,Kg,40,50,45
1209,Capsicum,7/9/13,Kg,90,100,95
1210,Garlic Green,7/9/13,Kg,35,40,37.5
1211,Coriander Green,7/9/13,Kg,80,90,85
1212,Garlic Dry Chinese,7/9/13,Kg,90,100,95
1213,Garlic Dry Nepali,7/9/13,Kg,70,80,75
1214,Clive Dry,7/9/13,Kg,70,80,75
1215,Clive Green,7/9/13,Kg,50,60,55
1216,Fish Fresh,7/9/13,Kg,210,220,215
1217,Tomato Big(Nepali),7/10/13,Kg,55,60,57.5
1218,Tomato Small(Local),7/10/13,Kg,30,35,32.5
1219,Potato Red,7/10/13,Kg,23,24,23.5
1220,Potato White,7/10/13,Kg,18,20,19
1221,Onion Dry (Indian),7/10/13,Kg,45,47,46
1222,Carrot(Local),7/10/13,Kg,35,40,37.5
1223,Cabbage(Local),7/10/13,Kg,14,16,15
1224,Cauli Local,7/10/13,Kg,40,45,42.5
1225,Raddish White(Local),7/10/13,Kg,25,30,27.5
1226,Brinjal Long,7/10/13,Kg,40,45,42.5
1227,Brinjal Round,7/10/13,Kg,45,50,47.5
1228,Cow pea(Long),7/10/13,Kg,40,45,42.5
1229,French Bean(Local),7/10/13,Kg,35,40,37.5
1230,Soyabean Green,7/10/13,Kg,45,50,47.5
1231,Bitter Gourd,7/10/13,Kg,40,45,42.5
1232,Bottle Gourd,7/10/13,Kg,35,40,37.5
1233,Pointed Gourd(Local),7/10/13,Kg,45,50,47.5
1234,Snake Gourd,7/10/13,Kg,30,35,32.5
1235,Smooth Gourd,7/10/13,Kg,35,40,37.5
1236,Sponge Gourd,7/10/13,Kg,40,45,42.5
1237,Pumpkin,7/10/13,Kg,18,20,19
1238,Squash(Long),7/10/13,Kg,30,35,32.5
1239,Okara,7/10/13,Kg,35,,37.5
1240,Arum,7/10/13,Kg,30,35,32.5
1241,Christophine,7/10/13,Kg,35,40,37.5
1242,Brd Leaf Mustard,7/10/13,Kg,35,40,37.5
1243,Spinach Leaf,7/10/13,Kg,35,40,37.5
1244,Cress Leaf,7/10/13,Kg,35,40,37.5
1245,Mustard Leaf,7/10/13,Kg,30,35,32.5
1246,Fenugreek Leaf,7/10/13,Kg,35,40,37.5
1247,Onion Green,7/10/13,Kg,30,35,32.5
1248,Mushroom(Kanya),7/10/13,Kg,180,200,190
1249,Asparagus,7/10/13,Kg,120,150,135
1250,Neuro,7/10/13,Kg,50,60,55
1251,Sugarbeet,7/10/13,Kg,55,60,57.5
1252,Red Cabbbage,7/10/13,Kg,60,70,65
1253,Lettuce,7/10/13,Kg,45,50,47.5
1254,Celery,7/10/13,Kg,120,130,125
1255,Parseley,7/10/13,Kg,170,180,175
1256,Fennel Leaf,7/10/13,Kg,45,50,47.5
1257,Mint,7/10/13,Kg,120,130,125
1258,Turnip A,7/10/13,Kg,45,50,47.5
1259,Maize,7/10/13,1 Pc,6,7,6.5
1260,Tamarind,7/10/13,Kg,70,80,75
1261,Bamboo Shoot,7/10/13,Kg,60,70,65
1262,Tofu,7/10/13,Kg,55,60,57.5
1263,Gundruk,7/10/13,Kg,180,190,185
1264,Apple(Jholey),7/10/13,Kg,110,120,115
1265,Banana,7/10/13,Doz,50,60,55
1266,Lime,7/10/13,Kg,300,500,400
1267,Pomegranate,7/10/13,Kg,200,220,210
1268,Mango(Maldah),7/10/13,Kg,70,80,75
1269,Grapes(Green),7/10/13,Kg,250,270,260
1270,Water Melon(Green),7/10/13,Kg,40,45,42.5
1271,Sweet Orange,7/10/13,Kg,90,100,95
1272,Pineapple,7/10/13,1 Pc,50,60,55
1273,Cucumber(Local),7/10/13,Kg,30,35,32.5
1274,Jack Fruit,7/10/13,Kg,15,20,17.5
1275,Papaya(Nepali),7/10/13,Kg,50,60,55
1276,Sugarcane,7/10/13,1 Pc,50,60,55
1277,Ginger,7/10/13,Kg,150,160,155
1278,Chilli Dry,7/10/13,Kg,170,180,175
1279,Chilli Green,7/10/13,Kg,30,35,32.5
1280,Capsicum,7/10/13,Kg,90,100,95
1281,Garlic Green,7/10/13,Kg,45,50,47.5
1282,Coriander Green,7/10/13,Kg,90,100,95
1283,Garlic Dry Chinese,7/10/13,Kg,90,100,95
1284,Garlic Dry Nepali,7/10/13,Kg,70,80,75
1285,Clive Dry,7/10/13,Kg,70,80,75
1286,Fish Fresh,7/10/13,Kg,210,220,215
1287,Tomato Big(Nepali),7/11/13,Kg,55,60,57.5
1288,Tomato Small(Local),7/11/13,Kg,32,38,35
1289,Potato Red,7/11/13,Kg,23,24,23.5
1290,Potato White,7/11/13,Kg,18,20,19
1291,Onion Dry (Indian),7/11/13,Kg,44,46,45
1292,Carrot(Local),7/11/13,Kg,35,40,37.5
1293,Cabbage(Local),7/11/13,Kg,14,16,15
1294,Cauli Local,7/11/13,Kg,60,70,65
1295,Raddish White(Local),7/11/13,Kg,25,30,27.5
1296,Brinjal Long,7/11/13,Kg,35,40,37.5
1297,Brinjal Round,7/11/13,Kg,40,45,42.5
1298,Cow pea(Long),7/11/13,Kg,35,40,37.5
1299,French Bean(Local),7/11/13,Kg,35,40,37.5
1300,Soyabean Green,7/11/13,Kg,45,50,47.5
1301,Bitter Gourd,7/11/13,Kg,35,40,37.5
1302,Bottle Gourd,7/11/13,Kg,35,40,37.5
1303,Pointed Gourd(Local),7/11/13,Kg,55,60,57.5
1304,Snake Gourd,7/11/13,Kg,35,40,37.5
1305,Smooth Gourd,7/11/13,Kg,25,30,27.5
1306,Sponge Gourd,7/11/13,Kg,40,45,42.5
1307,Pumpkin,7/11/13,Kg,18,20,19
1308,Squash(Long),7/11/13,Kg,50,55,52.5
1309,Okara,7/11/13,Kg,32,36,34
1310,Arum,7/11/13,Kg,30,35,32.5
1311,Christophine,7/11/13,Kg,40,45,42.5
1312,Brd Leaf Mustard,7/11/13,Kg,35,40,37.5
1313,Spinach Leaf,7/11/13,Kg,40,45,42.5
1314,Cress Leaf,7/11/13,Kg,40,45,42.5
1315,Mustard Leaf,7/11/13,Kg,30,35,32.5
1316,Fenugreek Leaf,7/11/13,Kg,35,40,37.5
1317,Onion Green,7/11/13,Kg,35,40,37.5
1318,Mushroom(Kanya),7/11/13,Kg,180,200,190
1319,Asparagus,7/11/13,Kg,120,130,125
1320,Neuro,7/11/13,Kg,50,60,55
1321,Sugarbeet,7/11/13,Kg,55,60,57.5
1322,Red Cabbbage,7/11/13,Kg,60,70,65
1323,Lettuce,7/11/13,Kg,45,50,47.5
1324,Celery,7/11/13,Kg,120,130,125
1325,Parseley,7/11/13,Kg,170,180,175
1326,Fennel Leaf,7/11/13,Kg,40,45,42.5
1327,Mint,7/11/13,Kg,120,130,125
1328,Maize,7/11/13,1 Pc,6,7,6.5
1329,Tamarind,7/11/13,Kg,70,80,75
1330,Bamboo Shoot,7/11/13,Kg,60,70,65
1331,Tofu,7/11/13,Kg,55,60,57.5
1332,Gundruk,7/11/13,Kg,170,180,175
1333,Apple(Jholey),7/11/13,Kg,100,110,105
1334,Banana,7/11/13,Doz,50,60,55
1335,Lime,7/11/13,Kg,300,500,400
1336,Pomegranate,7/11/13,Kg,190,200,195
1337,Mango(Maldah),7/11/13,Kg,60,70,65
1338,Grapes(Green),7/11/13,Kg,250,260,255
1339,Water Melon(Green),7/11/13,Kg,40,45,42.5
1340,Sweet Orange,7/11/13,Kg,90,100,95
1341,Pineapple,7/11/13,1 Pc,70,80,75
1342,Cucumber(Local),7/11/13,Kg,30,35,32.5
1343,Jack Fruit,7/11/13,Kg,15,18,16.5
1344,Papaya(Nepali),7/11/13,Kg,50,60,55
1345,Sugarcane,7/11/13,1 Pc,50,60,55
1346,Ginger,7/11/13,Kg,150,160,155
1347,Chilli Dry,7/11/13,Kg,170,180,175
1348,Chilli Green,7/11/13,Kg,30,40,35
1349,Capsicum,7/11/13,Kg,90,100,95
1350,Garlic Green,7/11/13,Kg,45,50,47.5
1351,Coriander Green,7/11/13,Kg,60,80,70
1352,Garlic Dry Chinese,7/11/13,Kg,90,100,95
1353,Garlic Dry Nepali,7/11/13,Kg,70,80,75
1354,Clive Green,7/11/13,Kg,60,70,65
1355,Fish Fresh,7/11/13,Kg,210,220,215
1356,Tomato Big(Nepali),7/12/13,Kg,70,80,75
1357,Tomato Small(Local),7/12/13,Kg,44,48,46
1358,Potato Red,7/12/13,Kg,23,24,23.5
1359,Potato White,7/12/13,Kg,19,20,19.5
1360,Onion Dry (Indian),7/12/13,Kg,44,46,45
1361,Carrot(Local),7/12/13,Kg,45,50,47.5
1362,Cabbage(Local),7/12/13,Kg,12,16,14
1363,Cauli Local,7/12/13,Kg,40,50,45
1364,Raddish White(Local),7/12/13,Kg,20,25,22.5
1365,Brinjal Long,7/12/13,Kg,30,40,35
1366,Brinjal Round,7/12/13,Kg,40,45,42.5
1367,Cow pea(Long),7/12/13,Kg,35,40,37.5
1368,French Bean(Local),7/12/13,Kg,30,35,32.5
1369,Soyabean Green,7/12/13,Kg,55,60,57.5
1370,Bitter Gourd,7/12/13,Kg,35,40,37.5
1371,Bottle Gourd,7/12/13,Kg,30,35,32.5
1372,Pointed Gourd(Local),7/12/13,Kg,35,40,37.5
1373,Snake Gourd,7/12/13,Kg,35,40,37.5
1374,Smooth Gourd,7/12/13,Kg,25,30,27.5
1375,Sponge Gourd,7/12/13,Kg,30,35,32.5
1376,Pumpkin,7/12/13,Kg,18,20,19
1377,Squash(Long),7/12/13,Kg,45,50,47.5
1378,Okara,7/12/13,Kg,30,35,32.5
1379,Arum,7/12/13,Kg,30,35,32.5
1380,Christophine,7/12/13,Kg,38,40,39
1381,Brd Leaf Mustard,7/12/13,Kg,35,40,37.5
1382,Spinach Leaf,7/12/13,Kg,40,45,42.5
1383,Cress Leaf,7/12/13,Kg,40,45,42.5
1384,Mustard Leaf,7/12/13,Kg,30,35,32.5
1385,Fenugreek Leaf,7/12/13,Kg,40,45,42.5
1386,Onion Green,7/12/13,Kg,40,45,42.5
1387,Mushroom(Kanya),7/12/13,Kg,190,200,195
1388,Asparagus,7/12/13,Kg,120,130,125
1389,Neuro,7/12/13,Kg,50,60,55
1390,Sugarbeet,7/12/13,Kg,55,60,57.5
1391,Red Cabbbage,7/12/13,Kg,60,70,65
1392,Lettuce,7/12/13,Kg,45,50,47.5
1393,Celery,7/12/13,Kg,120,130,125
1394,Parseley,7/12/13,Kg,170,180,175
1395,Fennel Leaf,7/12/13,Kg,45,50,47.5
1396,Mint,7/12/13,Kg,120,130,125
1397,Turnip A,7/12/13,Kg,45,50,47.5
1398,Maize,7/12/13,1 Pc,6,7,6.5
1399,Tamarind,7/12/13,Kg,70,80,75
1400,Bamboo Shoot,7/12/13,Kg,60,70,65
1401,Tofu,7/12/13,Kg,55,60,57.5
1402,Gundruk,7/12/13,Kg,170,180,175
1403,Apple(Jholey),7/12/13,Kg,100,110,105
1404,Banana,7/12/13,Doz,50,60,55
1405,Lime,7/12/13,Kg,400,500,450
1406,Pomegranate,7/12/13,Kg,200,210,205
1407,Mango(Maldah),7/12/13,Kg,60,70,65
1408,Grapes(Green),7/12/13,Kg,250,260,255
1409,Water Melon(Green),7/12/13,Kg,45,50,47.5
1410,Sweet Orange,7/12/13,Kg,90,100,95
1411,Pineapple,7/12/13,1 Pc,70,80,75
1412,Cucumber(Local),7/12/13,Kg,30,35,32.5
1413,Jack Fruit,7/12/13,Kg,15,20,17.5
1414,Papaya(Nepali),7/12/13,Kg,45,50,47.5
1415,Sugarcane,7/12/13,1 Pc,50,60,55
1416,Ginger,7/12/13,Kg,160,170,165
1417,Chilli Dry,7/12/13,Kg,170,180,175
1418,Chilli Green,7/12/13,Kg,30,35,32.5
1419,Capsicum,7/12/13,Kg,110,120,115
1420,Garlic Green,7/12/13,Kg,45,50,47.5
1421,Coriander Green,7/12/13,Kg,60,70,65
1422,Garlic Dry Chinese,7/12/13,Kg,85,95,90
1423,Garlic Dry Nepali,7/12/13,Kg,50,60,55
1424,Clive Green,7/12/13,Kg,50,60,55
1425,Fish Fresh,7/12/13,Kg,210,220,215
1426,Tomato Big(Nepali),7/14/13,Kg,75,80,77.5
1427,Tomato Small(Local),7/14/13,Kg,50,55,52.5
1428,Potato Red,7/14/13,Kg,24,24,24
1429,Potato White,7/14/13,Kg,18,19,18.5
1430,Onion Dry (Indian),7/14/13,Kg,44,46,45
1431,Carrot(Local),7/14/13,Kg,45,50,47.5
1432,Cabbage(Local),7/14/13,Kg,14,16,15
1433,Cauli Local,7/14/13,Kg,55,60,57.5
1434,Raddish White(Local),7/14/13,Kg,20,25,22.5
1435,Brinjal Long,7/14/13,Kg,40,45,42.5
1436,Brinjal Round,7/14/13,Kg,45,50,47.5
1437,Cow pea(Long),7/14/13,Kg,35,40,37.5
1438,French Bean(Local),7/14/13,Kg,30,35,32.5
1439,Soyabean Green,7/14/13,Kg,50,55,52.5
1440,Bitter Gourd,7/14/13,Kg,30,35,32.5
1441,Bottle Gourd,7/14/13,Kg,35,40,37.5
1442,Pointed Gourd(Local),7/14/13,Kg,38,42,40
1443,Snake Gourd,7/14/13,Kg,30,35,32.5
1444,Smooth Gourd,7/14/13,Kg,25,30,27.5
1445,Sponge Gourd,7/14/13,Kg,40,45,42.5
1446,Pumpkin,7/14/13,Kg,18,20,19
1447,Squash(Long),7/14/13,Kg,45,50,47.5
1448,Okara,7/14/13,Kg,34,38,36
1449,Arum,7/14/13,Kg,30,35,32.5
1450,Christophine,7/14/13,Kg,40,45,42.5
1451,Brd Leaf Mustard,7/14/13,Kg,40,45,42.5
1452,Spinach Leaf,7/14/13,Kg,40,45,42.5
1453,Cress Leaf,7/14/13,Kg,40,45,42.5
1454,Mustard Leaf,7/14/13,Kg,30,35,32.5
1455,Fenugreek Leaf,7/14/13,Kg,40,45,42.5
1456,Onion Green,7/14/13,Kg,40,45,42.5
1457,Mushroom(Kanya),7/14/13,Kg,190,200,195
1458,Asparagus,7/14/13,Kg,120,130,125
1459,Neuro,7/14/13,Kg,50,60,55
1460,Sugarbeet,7/14/13,Kg,55,60,57.5
1461,Red Cabbbage,7/14/13,Kg,60,70,65
1462,Lettuce,7/14/13,Kg,45,50,47.5
1463,Celery,7/14/13,Kg,120,130,125
1464,Parseley,7/14/13,Kg,170,180,175
1465,Fennel Leaf,7/14/13,Kg,45,50,47.5
1466,Mint,7/14/13,Kg,120,130,125
1467,Turnip A,7/14/13,Kg,45,50,47.5
1468,Maize,7/14/13,1 Pc,6,7,6.5
1469,Tamarind,7/14/13,Kg,70,80,75
1470,Bamboo Shoot,7/14/13,Kg,55,60,57.5
1471,Tofu,7/14/13,Kg,55,60,57.5
1472,Gundruk,7/14/13,Kg,170,180,175
1473,Apple(Jholey),7/14/13,Kg,100,110,105
1474,Banana,7/14/13,Doz,40,50,45
1475,Lime,7/14/13,Kg,300,400,350
1476,Pomegranate,7/14/13,Kg,200,210,205
1477,Mango(Maldah),7/14/13,Kg,60,70,65
1478,Grapes(Green),7/14/13,Kg,250,260,255
1479,Water Melon(Green),7/14/13,Kg,40,45,42.5
1480,Sweet Orange,7/14/13,Kg,90,100,95
1481,Pineapple,7/14/13,1 Pc,70,80,75
1482,Cucumber(Local),7/14/13,Kg,30,35,32.5
1483,Jack Fruit,7/14/13,Kg,14,16,15
1484,Papaya(Nepali),7/14/13,Kg,45,50,47.5
1485,Sugarcane,7/14/13,1 Pc,50,60,55
1486,Ginger,7/14/13,Kg,160,170,165
1487,Chilli Dry,7/14/13,Kg,170,180,175
1488,Chilli Green,7/14/13,Kg,35,40,37.5
1489,Capsicum,7/14/13,Kg,110,120,115
1490,Garlic Green,7/14/13,Kg,45,50,47.5
1491,Coriander Green,7/14/13,Kg,70,80,75
1492,Garlic Dry Chinese,7/14/13,Kg,85,95,90
1493,Garlic Dry Nepali,7/14/13,Kg,60,70,65
1494,Clive Green,7/14/13,Kg,50,60,55
1495,Fish Fresh,7/14/13,Kg,210,220,215
1496,Tomato Big(Nepali),7/15/13,Kg,75,80,77.5
1497,Tomato Small(Local),7/15/13,Kg,50,55,52.5
1498,Potato Red,7/15/13,Kg,23,24,23.5
1499,Potato White,7/15/13,Kg,19,20,19.5
1500,Onion Dry (Indian),7/15/13,Kg,44,46,45
1501,Carrot(Local),7/15/13,Kg,35,40,37.5
1502,Cabbage(Local),7/15/13,Kg,14,16,15
1503,Cauli Local,7/15/13,Kg,55,65,60
1504,Raddish White(Local),7/15/13,Kg,20,25,22.5
1505,Brinjal Long,7/15/13,Kg,35,40,37.5
1506,Cow pea(Long),7/15/13,Kg,40,50,45
1507,French Bean(Local),7/15/13,Kg,35,40,37.5
1508,Soyabean Green,7/15/13,Kg,55,60,57.5
1509,Bitter Gourd,7/15/13,Kg,35,40,37.5
1510,Bottle Gourd,7/15/13,Kg,30,35,32.5
1511,Pointed Gourd(Local),7/15/13,Kg,40,45,42.5
1512,Snake Gourd,7/15/13,Kg,30,35,32.5
1513,Smooth Gourd,7/15/13,Kg,30,35,32.5
1514,Sponge Gourd,7/15/13,Kg,30,35,32.5
1515,Pumpkin,7/15/13,Kg,18,20,19
1516,Squash(Long),7/15/13,Kg,35,40,37.5
1517,Okara,7/15/13,Kg,30,35,32.5
1518,Arum,7/15/13,Kg,30,35,32.5
1519,Christophine,7/15/13,Kg,40,45,42.5
1520,Brd Leaf Mustard,7/15/13,Kg,35,40,37.5
1521,Spinach Leaf,7/15/13,Kg,35,40,37.5
1522,Cress Leaf,7/15/13,Kg,30,35,32.5
1523,Mustard Leaf,7/15/13,Kg,30,35,32.5
1524,Fenugreek Leaf,7/15/13,Kg,35,40,37.5
1525,Onion Green,7/15/13,Kg,35,40,37.5
1526,Mushroom(Kanya),7/15/13,Kg,200,220,210
1527,Asparagus,7/15/13,Kg,120,140,130
1528,Neuro,7/15/13,Kg,50,60,55
1529,Sugarbeet,7/15/13,Kg,55,60,57.5
1530,Red Cabbbage,7/15/13,Kg,60,70,65
1531,Lettuce,7/15/13,Kg,45,50,47.5
1532,Celery,7/15/13,Kg,120,130,125
1533,Parseley,7/15/13,Kg,160,170,165
1534,Fennel Leaf,7/15/13,Kg,45,50,47.5
1535,Mint,7/15/13,Kg,120,130,125
1536,Maize,7/15/13,1 Pc,7,8,7.5
1537,Tamarind,7/15/13,Kg,60,70,65
1538,Bamboo Shoot,7/15/13,Kg,60,70,65
1539,Tofu,7/15/13,Kg,55,60,57.5
1540,Gundruk,7/15/13,Kg,170,180,175
1541,Apple(Jholey),7/15/13,Kg,100,110,105
1542,Banana,7/15/13,Doz,40,50,45
1543,Lime,7/15/13,Kg,300,400,350
1544,Pomegranate,7/15/13,Kg,200,210,205
1545,Mango(Maldah),7/15/13,Kg,60,70,65
